"","Pseudomonas.1","Cellvibrio","Pseudomonas.2","Lacunisphaera","Asticcacaulis","Cohnella","Taibaiella","Xylophilus","Leadbetterella","Shinella","Stenotrophomonas","Pleomorphomonas","Bordetella","Nubsella","Achromobacter","Azonexus","Martelella","Youhaiella","Bosea","Pseudaminobacter","Methylophilus","Pseudomonas","Kaistia","Dysgonomonas","Neorhizobium","Devosia","Rhodopseudomonas","Mesorhizobium","Afipia","Microbacterium","Dokdonella","Pigmentiphaga","Christensenellaceae R-7 group","Pusillimonas","Parapedobacter","Kurthia","Terrimonas","Sphingopyxis","Ellin6055","Phenylobacterium","Flavobacterium","Succinivibrionaceae UCG-001","Rummeliibacillus","Kosakonia","Enterococcus","Herbaspirillum","Succinivibrionaceae UCG-002","Prevotella","Eoetvoesia","Fibrobacter","Solibacillus","Cellulomonas","Succiniclasticum","Rikenellaceae RC9 gut group","Klebsiella","Acinetobacter","Peptoclostridium","Weissella","Bacillus","Sporosarcina","Sphingobacterium","Saccharofermentans","Rhodococcus","Prevotella_7","Pseudobutyrivibrio","Orrella","Oligotropha","Aerococcus","Alcaligenes","Lactococcus","Caryophanon","Nocardioides","Sphingomonas","Chishuiella","Staphylococcus","Brachybacterium","probable genus 10","Butyrivibrio","Prevotellaceae YAB2003 group","Oceanobacillus","Lachnospiraceae UCG-006","Providencia","NK4A214 group","Moheibacter","Prevotella_9","Thermomonas","Ruminobacter","Nocardiopsis","Lachnospiraceae NK3A20 group","Prevotellaceae UCG-003","Lachnospiraceae XPB1014 group","Methanobrevibacter","Anaerovorax","[Eubacterium] ruminantium group","CPla-4 termite group","SP3-e08","Trabulsiella","Flexilinea","Brevundimonas","Luteimonas","Prevotellaceae UCG-001","Streptomyces","Sharpea","Megasphaera","[Eubacterium] ventriosum group","Faecalibacterium","Plot4-2H12","Lysobacter","Clostridium sensu stricto 1","Raoultibacter","UCG-004","Candidatus Methanomethylophilus","Porphyromonas","Cloacibacterium","Desulfovibrio","Acetitomaculum","Anaeroplasma","Oscillibacter","Treponema","Lachnospiraceae AC2044 group","Lachnospiraceae ND3007 group","UCG-001","Lachnospiraceae UCG-009","Mogibacterium","UCG-002","Oribacterium","Succinimonas","Allobaculum","Advenella","Coprococcus","Paenibacillus","Prevotellaceae NK3B31 group","[Eubacterium] xylanophilum group","Pajaroellobacter","Vulgatibacter","Enterorhabdus","Sutterella","Syntrophococcus","Blautia","Lachnospiraceae UCG-001","Erysipelotrichaceae UCG-009","UCG-005","Prevotellaceae Ga6A1 group","Acholeplasma","Papillibacter","Ruminococcus","Psychrobacter","Candidatus Udaeobacter","Synergistes","Atlantibacter","Acidothermus","Elusimicrobium","Mailhella","[Anaerorhabdus] furcosa group","Tyzzerella","Shuttleworthia","[Ruminococcus] gauvreauii group","Termite Treponema cluster","Endomicrobium","Candidatus Saccharimonas","Lachnospira","Prevotellaceae UCG-004"
"3C_D_6",0.00226354082457559,0.337978981406629,0.270541632983023,0.00489894907033145,0.0462409054163298,0.141907841552142,0.0361034761519806,0.0195634599838319,0.0145028294260307,0.00711398544866613,0.00679062247372676,0.0299272433306386,0,0,0.002053354890865,0,0.00218270008084074,0.00164915117219078,0.000145513338722716,0,0.00151980598221504,0.000129345189975748,0.000339531123686338,0.0047696038803557,0,0.000371867421180275,0.00042037186742118,8.08407437348424e-05,0.000565885206143897,0,0,0.000177849636216653,8.08407437348424e-05,9.70088924818108e-05,0.000129345189975748,0,0,0.000242522231204527,6.46725949878739e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.85044462409054e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_E_2",0.00968486413715416,0.535071571832843,0.0431216858532297,0.000879193340110449,0.241819380718191,0.0917245926862104,0,0.0189163942083139,0.0175014424265736,0.0110998159188944,0.000796768964475094,0.000384647086298321,0.00145616396955793,0,0.00303596450256889,0,0.0058109184822925,0.00355798554825947,0.000274747918784515,0,0.00420364315740308,0,0.0013325274061049,5.4949583756903e-05,0.00207434678682309,0.000824243756353546,0.000755556776657417,0.000343434898480644,0.000686869796961288,0,0,0.000137373959392258,0,0.000370909690359096,0,0,0,0.000109899167513806,0.000206060939088386,0,0,0,0,0,6.86869796961288e-05,0,0,0,0,0,0,0,0,0,0,4.12121878176773e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24243756353546e-05,0,4.12121878176773e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_E_3",0.00575548668648409,0.6386692808804,0.00864377121413362,0.000674635802078722,0.120021925663568,0.167351843653153,0.00459595640166129,0.0080745472561297,0.0263318786498851,0.0069150169713069,0.0012649421288976,0,0,0,0.000548141589188961,0,0.00181308371808656,0.00326776716631881,0.00014757658170472,0.0002108236881496,0.0012649421288976,0,0.00014757658170472,0,0,0.000611388695633841,0.000252988425779521,0.000316235532224401,0.000295153163409441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001054118440748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21647376299201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_E_4",0.00351475680984132,0.577738150617667,0.0882048896469737,0.00167984700470357,0.122344549542565,0.0992660360779449,0.0177288468496408,0.018245722851088,0.0177030030495684,0.00953636222670181,0.00271359900759808,0.00715873262004445,0,0,0.000852845402387967,0,0.00266191140745335,0.00224841060629555,0,0.000155062800434176,0.0017315346048483,0,0.000284281800795989,0.000827001602315604,0,0.000723626402026154,0,0,0.000361813201013077,0,0,0.000155062800434176,0.000310125600868352,0.000129219000361813,0,0,0,0,0,0,0,0,0.000258438000723626,0,0.000258438000723626,0,0,0.000361813201013077,0,0.000129219000361813,0,0,0,0,0.000361813201013077,0,0,7.75314002170879e-05,0,0,0,0,0,0,0,0,0,0,0,0.000284281800795989,0,0,0,0,0,0,0,0,0,0,0,0,0.000155062800434176,0,0,0,0,0,0,0,0,0,0,0,0,5.16876001447253e-05,0,0,0,0,0,0.000180906600506538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_E_5",0.0026122952027543,0.486864843865125,0.110814902139403,0.000843972296274465,0.108577705734993,0.153562768764987,0.0278644821627125,0.014709231449355,0.0202553351105872,0.0120701434752904,0.00225059279006524,0.0131284579420472,0.000442080726619958,0,0.00151379157903198,0,0.0029338084584779,0.00238455664661674,0.000187549399172103,0,0.00100472892413627,0.000227738556137554,0.000509062654895709,0.00146020603641138,0.000616233740136911,0.00111190000937747,0.000348306027033906,0.000321513255723606,0.000522459040550859,0,0,0.000160756627861803,0.000294720484413305,0,0,0,0,0,2.67927713103005e-05,0,0,0,0,0,0,0,0,0.000321513255723606,5.3585542620601e-05,0.000227738556137554,0,0,8.03783139309014e-05,9.37746995860517e-05,0,0,0,0,0,0,0,0.000107171085241202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67927713103005e-05,0,0,0,2.67927713103005e-05,0,0,0,0,0,0,0,0,0,0,0,2.67927713103005e-05,0,0,0,0,2.67927713103005e-05,0,0,2.67927713103005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67927713103005e-05,4.01891569654507e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67927713103005e-05,2.67927713103005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_A_1",0.635922017758332,0.000707759619096641,0.349134603011195,6.43417835542401e-05,0.00012868356710848,0.00020911079655128,0,0,0,0,0.00416613048513705,0,0.000868614077982242,0.000627332389653841,0.000739930510873761,0,0,0,0.000579076051988161,0.00022519624243984,0,0.00612855488354137,0,0,0,0,0,0,0,0,0,0,6.43417835542401e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21708917771201e-05,0,8.04272294428001e-05,0,0,0,0,0,0,0,0,0,0,0,8.04272294428001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82563376656801e-05,0,0,0,4.82563376656801e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21708917771201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_A_2",0.80210774559658,0.000663276586336502,0.177522293463041,0.000162134276660034,0.000191613236052767,0.000280050114230968,0,0,4.42184390891002e-05,0.000191613236052767,0.00623479991156312,0,0.00308055125654064,0.00154764536811851,0.00334586189107525,0,0,0,0.00200456923870587,0.000958066180263837,0,0.000958066180263837,0.000117915837570934,0,0,0,0,0,0,0.000221092195445501,0,0,0.000162134276660034,0,0,0.000117915837570934,0,0,0,0,2.94789593927334e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94789593927334e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_A_3",0.667394074546034,0.000621216948072635,0.308282892640968,0.000302644154189232,0,0,0,0,0,0.000207072316024212,0.00941382605925454,0,0.00184772220452373,0.00100350430073272,0.00379101624721249,0,0,0,0.00332908569608155,0.00200700860146543,0,0.00125836253583944,0,0,0,0,0,0,0,0.000270786874800892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96431984708506e-05,0,0,0,4.77859190825104e-05,0,0,0,0,0,3.18572793883402e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77859190825104e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_A_4",0.790253385172275,0.000632026506808649,0.184925210196694,0.000239403979851761,0.000181947024687338,0.000153218547105127,0.00119701989925881,0,0,0.000153218547105127,0.00771838431042078,0,0.00426139084136135,0.00257598682320495,0.00289200007660927,0,0,7.66092735525635e-05,0.00155133778943941,0.00172370865493268,0,0,0.00021067550226955,0.000114913910328845,0,0,0,0,3.83046367762818e-05,0.000545841074062015,0,0,3.83046367762818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83046367762818e-05,0,0,0,0,0,0,0,1.91523183881409e-05,0,0,5.74569551644227e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91523183881409e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_A_5",0.810904152114862,0.00125468891475876,0.17328935454663,0.000142284309921097,0,0,6.46746863277713e-05,0,0,0.000206958996248868,0.00556202302418833,0,0.00213426464881645,0.000659681800543267,0.00179795627991204,0,0,0,0.000931315483119907,0.00139697322467986,0,0,0.000168154184452205,0,0,0,0,0,0,0,0,0,0.000232828870779977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155219247186651,0,7.76096235933256e-05,0.000155219247186651,0,0,0.000103479498124434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88048117966628e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88048117966628e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_A_6",0.715973750094833,0.00146043547530536,0.259179880130491,0.000113800166906911,0.000682801001441469,0,0.000113800166906911,5.69000834534557e-05,0,0.000189666944844852,0.00711251043168197,0,0.0023139367271072,0.00248463697746757,0.00276913739473485,0,0,0.000113800166906911,0.00189666944844852,0.00278810408921933,0,0,0.000189666944844852,3.79333889689705e-05,0,0,0,0,0,0.000265533722782793,0,0,0.000417267278658675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303467111751764,0,7.5866777937941e-05,0,0,0,0.000113800166906911,0,0,0,0,0,0,0,3.79333889689705e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5866777937941e-05,0,0,0,0,0.000189666944844852,0,0,0,0,0,0,0,0,0,5.69000834534557e-05,9.48334724224262e-05,0,0,0,3.79333889689705e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69000834534557e-05,0,0,0,3.79333889689705e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79333889689705e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79333889689705e-05
"3G_A_7",0.78845611273629,0,0.180776027204015,0,0,0,0.0106024382638136,0,0,0.00035638447945592,0.00828593914735013,0,0.00210860817011419,0.002955021308822,0.00191556657707557,0,0,0,0.00157403145093031,0.00256893812274475,0,0,0.000148493533106633,0,0,0,0.000118794826485307,0,0,0.00013364417979597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_B_1",0.676812649537085,0.000998647664620826,0.307323416207219,0.000135233537917404,0,0.000104025798398003,0,0,0,0.00039529803391241,0.00427546031415791,0,0.00169562051388744,0.000634557370227817,0.000634557370227817,0,0,0,0.000915427025902424,0.00037449287423281,0,0.00462914802871112,0.000187246437116405,6.24154790388016e-05,0,0,0,0,0,0.000280869655674607,0,0,0.000176843857276605,0,0,0,0,0,0,0,0,0,0.000124830958077603,0,4.16103193592011e-05,0,0,0,0,0,0,0,2.08051596796005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16103193592011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08051596796005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16103193592011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08051596796005e-05,0,3.12077395194008e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_B_3",0.661757225944846,0.000873526614918508,0.316305092991884,0.000199031380614344,0.000132687587076229,8.84583913841527e-05,0,0,0,0.000143744885999248,0.00751896326765298,0,0.00291912691567704,0.00048652115261284,0.00274221013290873,0,0,0,0.00384794002521064,0.00132687587076229,0,0.000995156903071718,0.000387005462305668,5.52864946150954e-05,0,0,0,0,0,0.000143744885999248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_B_4",0.800659538662904,0.00195481820190722,0.169117272093695,0.000237977868058271,0.00025497628720529,0.000322969963793367,0.000152985772323174,0,0,0.000305971544646348,0.00819323802886332,0,0.00594944670145676,0.00226078974655357,0.00414761427187272,0,0,0,0.00220979448911251,0.00219279606996549,0,0,0.000594944670145677,0.000169984191470193,0,0,8.49920957350966e-05,0,0,0.000373965221234425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169984191470193,0.000135987353176155,0,0,0,0,0,0,0,0,0,0,6.79936765880773e-05,0,0,0,0,0.000135987353176155,0,0,0,0,0,0,6.79936765880773e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39968382940387e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39968382940387e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_B_5",0.828745594818554,0.00234308029336127,0.143175540527669,0,0.000457186398704639,0,0.00634346128202686,0,0,0,0.00640060958186494,0,0.00483855605295742,0.0012382131631584,0.00148585579579008,0,0,0,0.00220973426040575,0.00169539956186303,0,0,0.000342889799028479,0.00015239546623488,0,0,9.52471663967997e-05,0,0,0.000304790932469759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80988665587199e-05,0,0,0,0,3.80988665587199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80988665587199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_B_6",0.707254985150615,0.0271531607976241,0.216376750106067,0.00509121764955452,0,0,0,0,0,0,0.00466694951209164,0,0,0,0.00466694951209164,0,0,0,0.00169707254985151,0.00296987696224014,0,0,0,0,0,0,0,0,0,0,0,0,0.00169707254985151,0,0,0.00806109461179465,0,0,0,0,0,0,0,0,0,0,0,0.0072125583368689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000848536274925753,0,0.00296987696224014,0,0,0,0,0.000848536274925753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000848536274925753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_C_2",0.755695067264574,0.00207772795216741,0.223363228699552,0.000179372197309417,0.000343796711509716,0.000762331838565022,0.00272047832585949,0,2.98953662182362e-05,0.000164424514200299,0.00361733931240658,0,0.00397608370702541,0.00239162929745889,0.00210762331838565,0,0,0,0.00177877428998505,0.000373692077727952,0.000119581464872945,0,0.000269058295964126,0,0,0,0,0,0,0,0,0,2.98953662182362e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_C_3",0.667877175320006,0.000755069754062994,0.311088738673954,0.000143822810297713,0.000323601323169855,0.000479409367659044,0.00107867107723285,2.39704683829522e-05,0,7.19114051488566e-05,0.006771657318184,0,0.00336785080780478,0.00116256771657318,0.00139028716621123,0,0,0,0.00317608706074117,0.000419483196701664,0.000167793278680665,0.00111462677980728,0.000251689918020998,0,0,0,0,0,0,0.000143822810297713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38966393403327e-05,0,0,0,0,0,2.39704683829522e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39704683829522e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_C_4",0.73842635900634,0.000893877975262447,0.215029622700343,0.000249454318677892,0.000124727159338946,0.000727575096143852,0.0186882860409521,0,0,0,0.00515538925267644,0,0.0053840557114645,0.00509302567300696,0.00390811765928698,0,0,0,0.00390811765928698,0.00108096871427087,0.00014551501922877,0,0.000831514395592974,4.15757197796487e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2363579669473e-05,0,0,0,0,0,0,0,6.2363579669473e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2363579669473e-05,0,0,4.15757197796487e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_C_5",0.803198017181221,0.000962533387876892,0.172473951440191,0.000240633346969223,0.000228601679620762,0.000372981687802296,0.00687008205597132,0,0,8.4221671439228e-05,0.00351324686575066,8.4221671439228e-05,0.00370575354332603,0.00203335178188993,0.0018889717737084,0,0,8.4221671439228e-05,0.00170849676348148,0.000493298361286907,8.4221671439228e-05,0,0.000288760016363068,0.00020453834492384,0,0,0,0,0,0.000276728349014606,0,0,0.00031282335105999,0,0,0,0,0,0,0,0,0,0,8.4221671439228e-05,0,0,0,0.00010828500613615,0,0,0.000180475010226917,0,0,2.40633346969223e-05,0,3.60950020453834e-05,0,0,0,0,0,0,0,0,7.21900040907669e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81266693938446e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60950020453834e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_C_6",0.716030743892396,0.000334888827889102,0.257474608838869,0.000109799615701345,0.000422728520450178,0.000269009058468295,0.00103211638759264,0,0,7.68597309909415e-05,0.00783420258029097,0,0.00343123799066703,0.00199286302497941,0.00289870985451551,0,0,0,0.00240461158385946,0.00138347515783695,0.000258029096898161,0.00147131485039802,0.000236069173757892,1.09799615701345e-05,0,0,0.000131759538841614,0,0,0.000247049135328026,0.00136700521548175,0,7.13697502058743e-05,0,0,0,0,0,0,0,9.88196541312105e-05,0,0,0,0,0,0,0,0,1.09799615701345e-05,0,0,0,0,6.03897886357398e-05,0,0,0,0,0,0,0,3.29398847104035e-05,0,0,0,0,1.09799615701345e-05,0,0,0,0,0,1.09799615701345e-05,0,0,0,0,0,0,0,0,2.1959923140269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64699423552018e-05,0,0,0,0,1.09799615701345e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_D_1",0.602380952380952,0.00158150851581509,0.378919012860619,8.68960722975322e-05,0.000208550573514077,8.68960722975322e-05,0,0,0,0.000208550573514077,0.00286757038581856,0,0.00392770246784845,0.00225929787973584,0.00132082029892249,0,0,0,0.00137295794230101,0.000295446645811609,0,0.00349322210636079,0.000451859575947167,0,0,0,0,0,0,0.000295446645811609,0,0,0,0,0,0,0,0,0,0,0,3.47584289190129e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47584289190129e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104275286757039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95168578380257e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3G_D_2",0.714342235410485,0.00131494734392273,0.262675277826264,0.000162913830220516,0.000256007447489382,0.000116367021586083,0,0,0,0.00019782393669634,0.00524815267353232,0,0.00463140745912608,0.00365392447780299,0.00292081224181067,0,0,0,0.00320009309361727,0.000698202129516495,0,0,0.000256007447489382,0,0,0,0,0,0,8.14569151102578e-05,3.49101064758247e-05,0,2.32734043172165e-05,0,0,0,0,0,0,0,0,0,4.6546808634433e-05,3.49101064758247e-05,0,0,0,3.49101064758247e-05,0,0,0,0,0,2.32734043172165e-05,0,0,0,0,0,0,0,2.32734043172165e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32734043172165e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
